"Site","Watershed","ISCO Number","Record Type","Year","WY","Month","Day","Hour","Season","Julian Day","Running Day of Project","Ca flag","Ca","NMCa (ueq/L)","Mg flag","Mg","NMMg (ueq/L)","K flag","K (ueq/L)","NMK (ueq/L)","Na flag","Na (ueq/L)","NMNa (ueq/L)","Si flag","Si (mg/L)","NH4 flag","NH4 (ueq/L)","Al flag","Al","Al-Org flag","Al-Org (PPB)","Total N flag","Total N (ppm)","Cl flag","Cl (ueq/L)","SO4 flag","SO4 (ueq/L)","NMSO4 (ueq/L)","NO3 flag","NO3 (ueq/L)","DOC flag","DOC (mg/L)","DIC flag","DIC (mg/L)","ANC (ueq/L)","Closed-cell pH","Air-equilibrated pH","Specific Conductance (us/cm)","Q","Initial pH","H","HCO3 (ueq/L)","Unequilibrated pH (older samples)","Apparent color flag","Apparent Color (PCU)","True color flag","True color (PCU)","Total P flag","Total P (ppb)","Field Temp (degrees C)","Comment","SUVA","CaMg","H2","H3","WY_group","WY_group2"
"WB3","WB",17,"ISCO",2005,2005,5,8,8,"SPRING",128.3,7068.33,NA,80,78,NA,30,21,NA,8.6,8,NA,74,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,182,176,NA,28.8,NA,1.6,NA,NA,"-6.6","S","4.8099999999999996","35.799999999999997",14.948,TRUE,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,240.25,3723.875,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,5,10,9,"SPRING",130.4,7070.38,NA,83,81,NA,31,22,NA,8.9,8,NA,78,37,NA,NA,NA,NA,NA,583.3,NA,195.6,NA,NA,NA,48,NA,174,169,NA,27.2,NA,1.5,"<RL",0.4,"-7.3","4.83","4.78","35.9",5.662,TRUE,16.6,0.94,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,114,275.56,4574.296,"2010-12","2000-09"
"WB3","WB",NA,"REP",2005,2005,5,10,9,"SPRING",130.4,7070.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-11.2","S",NA,NA,5.662,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12","2000-09"
"EB8","EB",NA,"DUP",2005,2005,5,10,10,"SPRING",130.4,7070.42,NA,47,46,NA,19,10,NA,4.3,3,NA,70,30,NA,NA,NA,NA,NA,132.4,NA,68.7,NA,NA,NA,46,NA,89,85,"Half DL",0.05,NA,1.8,"<RL",0.4,"3.9","5.51","5.46","18.600000000000001",6.37,TRUE,3.47,4.07,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,66,12.0409,41.781923,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,5,10,10,"SPRING",130.4,7070.42,NA,50,48,NA,19,10,NA,4.2,3,NA,70,31,NA,NA,NA,NA,NA,130.6,NA,82.3,NA,NA,NA,46,NA,90,85,"Half DL",0.05,NA,1.8,"<RL",0.4,"3.1","5.54","5.52","18.899999999999999",6.37,TRUE,3.02,4.32,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,69,9.1204,27.543608,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,5,17,10,"SPRING",137.4,7077.42,NA,52,50,NA,20,10,NA,4.2,3,NA,73,31,NA,NA,NA,NA,NA,112,NA,32.4,NA,NA,NA,48,NA,94,89,"Half DL",0.05,NA,1.7,"<RL",0.4,"5","5.64","5.9","19",3.85,TRUE,1.26,5.26,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,72,1.5876,2.000376,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,5,17,10,"SPRING",137.4,7077.42,NA,88,86,NA,34,23,NA,8.8,8,NA,82,37,NA,NA,NA,NA,NA,353.7,NA,64.3,NA,NA,NA,52,NA,171,166,NA,21.4,NA,1.4,"<RL",0.4,"-8.8000000000000007","4.9400000000000004","4.8499999999999996","35.1",3.454,TRUE,14.1,1.2,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,122,198.81,2803.221,"2010-12","2000-09"
"EB8","EB",1,"ISCO",2005,2005,5,26,12,"SPRING",146.5,7086.5,NA,43,42,NA,17,10,NA,4.2,4,NA,63,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,85,81,"Half DL",0.05,NA,2.5,NA,NA,"3.2","S","5.42","17.600000000000001",32.104,TRUE,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,14.44,54.872,"2010-12","2000-09"
"WB3","WB",1,"ISCO",2005,2005,5,26,14,"SPRING",146.6,7086.58,NA,64,63,NA,24,17,NA,9.4,9,NA,62,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,166,163,NA,23.5,NA,2.4,NA,NA,"-9.8000000000000007","S","4.76","32.1",59.989,TRUE,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,302.76,5268.024,"2010-12","2000-09"
"EB8","EB",4,"ISCO",2005,2005,5,26,18,"SPRING",146.8,7086.75,NA,33,32,NA,14,9,NA,5.5,5,NA,51,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,75,72,"<RL",0.1,NA,3.7,NA,NA,"1.9","S","5.21","15.7",123.46,TRUE,6.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,38.0689,234.885113,"2010-12","2000-09"
"WB3","WB",3,"ISCO",2005,2005,5,26,18,"SPRING",146.8,7086.75,NA,60,59,NA,22,16,NA,11,10,NA,54,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,161,159,NA,25.7,NA,2.7,NA,NA,"-12","S","4.6900000000000004","31.9",118.279,TRUE,20.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,416.16,8489.664,"2010-12","2000-09"
"EB8","EB",10,"ISCO",2005,2005,5,27,6,"SPRING",147.3,7087.25,NA,37,35,NA,15,10,NA,4.4,4,NA,56,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,83,80,"Half DL",0.05,NA,2.6,NA,NA,"1.9","S","5.33","16.399999999999999",30.348,TRUE,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,21.9024,102.503232,"2010-12","2000-09"
"WB3","WB",10,"ISCO",2005,2005,5,27,8,"SPRING",147.3,7087.33,NA,67,66,NA,25,19,NA,9.6,9,NA,61,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,175,171,NA,31.1,NA,2.1,NA,NA,"-10.8","S","4.7","33.5",26.64,TRUE,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,400,8000,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,5,31,11,"SPRING",151.5,7091.46,NA,80,79,NA,30,22,NA,9.3,9,NA,74,40,NA,NA,NA,NA,NA,539.7,NA,110.5,NA,NA,NA,40,NA,169,165,NA,24.9,NA,1.4,"<RL",0.4,"-9.1","4.8600000000000003","4.7699999999999996","33.799999999999997",5.804,TRUE,17,1.01,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,110,289,4913,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,5,31,12,"SPRING",151.5,7091.5,NA,46,45,NA,18,11,NA,4.6,4,NA,66,35,NA,NA,NA,NA,NA,129,NA,67.3,NA,NA,NA,35,NA,91,87,"Half DL",0.05,NA,1.9,"<RL",0.4,"4.9000000000000004","5.56","5.54","17.899999999999999",6.455,TRUE,2.88,4.5,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,64,8.2944,23.887872,"2010-12","2000-09"
"EB8","EB",NA,"REP",2005,2005,5,31,12,"SPRING",151.5,7091.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","S",NA,NA,6.455,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,6,14,12,"SUMMER",165.5,7105.5,NA,55,54,NA,21,12,NA,2.7,2,NA,81,40,NA,NA,NA,NA,NA,108.4,NA,48.4,NA,NA,NA,48,NA,90,85,"Half DL",0.05,NA,1.8,NA,0.6,"9.6","5.63","5.73","20.3",0.736,TRUE,1.86,7.74,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,76,3.4596,6.434856,"2010-12","2000-09"
"EB8","EB",NA,"REP",2005,2005,6,14,12,"SUMMER",165.5,7105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9.6","S",NA,NA,0.736,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,6,14,12,"SUMMER",165.5,7105.5,NA,84,82,NA,33,21,NA,5,4,NA,89,38,NA,NA,NA,NA,NA,194.6,NA,51.7,NA,NA,NA,59,NA,174,168,NA,3.2,NA,1.6,NA,0.7,"-4","5.07","5","31.3",0.793,TRUE,10,2.8,NA,NA,NA,NA,NA,NA,NA,"10",NA,NA,117,100,1000,"2010-12","2000-09"
"WB3","WB",NA,"REP",2005,2005,6,14,12,"SUMMER",165.5,7105.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,NA,175,169,NA,3.3,NA,NA,NA,NA,NA,"S","4.97",NA,0.793,NA,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114.49,1225.043,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,6,30,5,"SUMMER",181.2,7121.21,NA,85,82,NA,32,20,NA,3.1,2,NA,90,39,NA,NA,NA,NA,NA,250.5,NA,50,NA,NA,NA,59,NA,174,168,"<RL",0.5,NA,1.5,NA,0.6,"-1.4","5.0599999999999996","4.92","31.2",0.764,TRUE,12,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,144,1728,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,6,30,8,"SUMMER",181.3,7121.33,NA,59,57,NA,21,12,NA,2.8,2,NA,85,42,NA,NA,NA,NA,NA,103.1,NA,43.5,NA,NA,NA,50,NA,90,85,"Half DL",0.05,NA,1.8,NA,0.8,"15.1","5.68","5.73","21.4",0.595,TRUE,1.86,11.4,NA,NA,NA,NA,NA,NA,NA,"13",NA,NA,80,3.4596,6.434856,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,7,13,9,"SUMMER",194.4,7134.38,NA,86,84,NA,33,21,NA,1.8,1,NA,98,44,NA,NA,NA,NA,NA,173.1,NA,71.4,NA,NA,NA,63,NA,157,150,"<RL",0.2,NA,1.2,NA,NA,"-0.3","5.28","5.26","29.6",0.396,TRUE,5.5,NA,NA,NA,NA,NA,NA,NA,NA,"12",NA,NA,119,30.25,166.375,"2010-12","2000-09"
"WB3","WB",NA,"REP",2005,2005,7,13,9,"SUMMER",194.4,7134.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-1.5","S","5.31",NA,0.396,TRUE,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.01,117.649,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2005,8,30,11,"SUMMER",242.5,7182.46,NA,63,60,NA,24,12,NA,2.7,1,NA,97,42,NA,NA,NA,NA,NA,87.9,NA,45.6,NA,NA,NA,64,NA,74,67,"<RL",0.1,NA,2.3,NA,NA,"32.799999999999997","5.82","6.5","21.3",0.17,TRUE,0.32,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,87,0.1024,0.032768,"2010-12","2000-09"
"EB8","EB",NA,"REP",2005,2005,8,30,11,"SUMMER",242.5,7182.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30.8","S",NA,NA,0.17,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2005,8,30,11,"SUMMER",242.5,7182.46,NA,75,73,NA,32,20,NA,6.7,6,NA,101,47,NA,NA,NA,NA,NA,133.8,NA,36.4,NA,NA,NA,63,NA,157,150,"<RL",0.2,NA,2.1,NA,NA,"7.5","5.44","5.91","28.7",0.651,TRUE,1.23,NA,NA,NA,NA,NA,NA,NA,NA,"15",NA,NA,107,1.5129,1.860867,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2006,10,13,10,"FALL",286.4,7226.42,NA,81,79,NA,30,21,NA,5.6,5,NA,77,40,NA,NA,NA,NA,NA,523.9,NA,123.7,NA,NA,NA,43,NA,185,180,NA,11.8,NA,2.2,"<RL",0.3,"-13.6","4.8600000000000003","4.7300000000000004","34.200000000000003",5.407,TRUE,18.6,0.75,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,111,345.96,6434.856,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2006,10,13,11,"FALL",286.5,7226.46,NA,52,50,NA,19,11,NA,3.2,2,NA,69,36,NA,NA,NA,NA,NA,145.4,NA,76.6,NA,NA,NA,38,NA,82,79,"Half DL",0.05,NA,2.6,"<RL",0.3,"6.5","5.63","5.77","19",5.322,TRUE,1.7,3.87,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,71,2.89,4.913,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2006,10,18,10,"FALL",291.4,7231.42,NA,78,76,NA,29,19,NA,6.8,6,NA,80,38,NA,NA,NA,NA,NA,611,NA,139.2,NA,NA,NA,50,NA,183,178,NA,13.9,NA,2.2,"<RL",0.3,"-9.1999999999999993","4.7699999999999996","4.78","34",6.794,TRUE,16.6,0.62,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,107,275.56,4574.296,"2010-12","2000-09"
"WB3","WB",NA,"REP",2005,2006,10,18,10,"FALL",291.4,7231.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-8.6","S",NA,"33",6.794,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2006,10,18,12,"FALL",291.5,7231.5,NA,49,48,NA,18,10,NA,3.4,3,NA,70,34,NA,NA,NA,NA,NA,137.9,NA,76.1,NA,NA,NA,42,NA,81,77,"Half DL",0.05,NA,2.5,"<RL",0.4,"4.7","5.53","5.58","18.899999999999999",6.341,TRUE,2.63,4.23,NA,NA,NA,NA,NA,NA,NA,"7",NA,NA,67,6.9169,18.191447,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2006,10,25,10,"FALL",298.4,7238.42,NA,49,48,NA,19,11,NA,3.5,3,NA,70,34,NA,NA,NA,NA,NA,137.6,NA,77.7,NA,NA,NA,42,NA,82,78,"Half DL",0.05,NA,2.3,"<RL",0.4,"5.8","5.58","5.75","18.899999999999999",6.908,TRUE,1.78,4.68,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,68,3.1684,5.639752,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2006,10,25,10,"FALL",298.4,7238.42,NA,80,78,NA,30,20,NA,7,6,NA,79,37,NA,NA,NA,NA,NA,581.8,NA,121,NA,NA,NA,49,NA,179,174,NA,12.1,NA,2,"<RL",0.3,"-9.3000000000000007","4.84","4.82","34.799999999999997",7.078,TRUE,15.1,0.72,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,110,228.01,3442.951,"2010-12","2000-09"
"WB3","WB",NA,"REP",2005,2006,10,25,10,"FALL",298.4,7238.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-8.9","S",NA,NA,7.078,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2006,11,1,9,"FALL",305.4,7245.38,NA,52,50,NA,19,11,NA,3.6,3,NA,71,34,NA,NA,NA,NA,NA,114.3,NA,42.1,NA,NA,NA,43,NA,82,78,"<RL",0.1,NA,2.2,NA,0.5,"7","5.54","5.78","19.3",2.689,TRUE,1.66,5.4,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,71,2.7556,4.574296,"2010-12","2000-09"
"EB8","EB",NA,"REP",2005,2006,11,1,9,"FALL",305.4,7245.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.3","S",NA,NA,2.689,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2006,11,1,9,"FALL",305.4,7245.38,NA,81,79,NA,31,22,NA,6.2,5,NA,80,39,NA,NA,NA,NA,NA,337.7,NA,44.7,NA,NA,NA,48,NA,170,165,NA,15,NA,1.9,"<RL",0.4,"-10.5","4.8499999999999996","4.83","33.299999999999997",3.114,TRUE,14.8,0.98,NA,NA,NA,NA,NA,NA,NA,"6",NA,NA,112,219.04,3241.792,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2006,11,8,11,"FALL",312.5,7252.46,NA,54,53,NA,21,13,NA,3.7,3,NA,74,35,NA,NA,NA,NA,NA,110.1,NA,58.4,NA,NA,NA,45,NA,86,81,"Half DL",0.05,NA,1.9,NA,0.5,"6.6","5.62","5.88","19.600000000000001",2.52,TRUE,1.32,6.33,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,75,1.7424,2.299968,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2006,11,8,11,"FALL",312.5,7252.46,NA,85,83,NA,34,24,NA,6.7,6,NA,83,40,NA,NA,NA,NA,NA,267.1,NA,57.2,NA,NA,NA,51,NA,167,162,NA,12.2,NA,1.5,"<RL",0.4,"-7.9","4.96","4.99","32",2.548,TRUE,10.2,1.26,NA,NA,NA,NA,NA,NA,NA,"5",NA,NA,119,104.04,1061.208,"2010-12","2000-09"
"WB3","WB",NA,"REP",2005,2006,11,8,11,"FALL",312.5,7252.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-7.7","S",NA,NA,2.548,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2006,11,15,10,"FALL",319.4,7259.42,NA,53,51,NA,21,12,NA,3.2,2,NA,73,34,NA,NA,NA,NA,NA,112.3,NA,54.1,NA,NA,NA,46,NA,85,80,"Half DL",0.05,NA,1.8,NA,0.5,"6","5.62","5.86","19.8",2.35,TRUE,1.38,6.33,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,74,1.9044,2.628072,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2006,11,15,10,"FALL",319.4,7259.42,NA,87,85,NA,34,24,NA,6.2,5,NA,82,39,NA,NA,NA,NA,NA,316.8,NA,62,NA,NA,NA,51,NA,169,163,NA,15.7,NA,1.4,"<RL",0.4,"-8","4.97","4.96","33.200000000000003",2.435,TRUE,11,1.28,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,121,121,1331,"2010-12","2000-09"
"WB3","WB",1,"ISCO",2005,2006,11,16,0,"FALL",320,7260,NA,85,83,NA,34,24,NA,6.7,6,NA,82,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,162,157,NA,15.7,NA,1.7,NA,NA,"-6","S","5.05","30.7",NA,TRUE,8.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,79.3881,707.347971,"2010-12","2000-09"
"WB3","WB",2,"ISCO",2005,2006,11,16,12,"FALL",320.5,7260.5,NA,85,83,NA,33,23,NA,6.4,5,NA,81,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,165,160,NA,16.9,NA,1.5,NA,NA,"-6.4","S","4.99","31.3",5.039,TRUE,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,104.04,1061.208,"2010-12","2000-09"
"EB8","EB",3,"ISCO",2005,2006,11,17,0,"FALL",321,7261,NA,50,48,NA,20,10,NA,4.8,4,NA,71,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,78,73,"<RL",0.1,NA,2.3,NA,NA,"3.6","S","5.65","18.7",NA,TRUE,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,5.0176,11.239424,"2010-12","2000-09"
"EB8","EB",4,"ISCO",2005,2006,11,17,12,"FALL",321.5,7261.5,NA,46,44,NA,19,9,NA,3.9,3,NA,66,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,77,72,"Half DL",0.05,NA,2.4,NA,NA,"0.4","S","5.51","18.600000000000001",20.695,TRUE,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,9.5481,29.503629,"2010-12","2000-09"
"EB8","EB",7,"ISCO",2005,2006,11,19,0,"FALL",323,7263,NA,49,48,NA,20,11,NA,3,2,NA,68,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,81,76,"Half DL",0.05,NA,1.9,NA,NA,"1.8","S","5.59","18.5",NA,TRUE,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,6.6049,16.974593,"2010-12","2000-09"
"EB8","EB",13,"ISCO",2005,2006,11,22,0,"FALL",326,7266,NA,52,51,NA,20,11,NA,3,2,NA,72,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,83,78,"Half DL",0.05,NA,1.8,NA,NA,"3.4","S","5.74","18.8",NA,TRUE,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,3.3124,6.028568,"2010-12","2000-09"
"EB8","EB",14,"ISCO",2005,2006,11,22,12,"FALL",326.5,7266.5,NA,44,43,NA,18,10,NA,5,4,NA,62,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,71,66,"<RL",0.5,NA,3.5,NA,NA,"3.1","S","5.41","17.399999999999999",79.126,TRUE,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,15.1321,58.863869,"2010-12","2000-09"
"EB8","EB",NA,"REG",2005,2006,11,23,11,"FALL",327.5,7267.46,NA,45,43,NA,18,10,NA,4.2,3,NA,62,24,NA,NA,NA,NA,NA,191.2,NA,96.5,NA,NA,NA,45,NA,75,71,"Half DL",0.05,NA,2.3,"<RL",0.3,"0","5.37","5.36","18.2",14.325,TRUE,4.37,2.29,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,63,19.0969,83.453453,"2010-12","2000-09"
"WB3","WB",NA,"REG",2005,2006,11,23,11,"FALL",327.5,7267.46,NA,71,70,NA,28,19,NA,7.9,7,NA,67,27,NA,NA,NA,NA,NA,783.1,NA,226.4,NA,NA,NA,46,NA,163,158,NA,32.2,NA,2.1,"<RL",0.3,"-11.3","4.8","4.7300000000000004","32.299999999999997",17.156,TRUE,18.6,0.66,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,99,345.96,6434.856,"2010-12","2000-09"
"EB8","EB",9,"ISCO",2005,2006,11,28,12,"FALL",332.5,7272.5,NA,54,52,NA,21,12,NA,3.4,3,NA,68,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,80,75,"<RL",0.3,NA,1.9,NA,NA,"1.6","S","5.64","19",3.256,TRUE,2.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,5.2441,12.008989,"2010-12","2000-09"
"WB3","WB",9,"ISCO",2005,2006,11,28,12,"FALL",332.5,7272.5,NA,83,81,NA,33,23,NA,6.5,6,NA,78,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,156,151,NA,27.5,NA,1.7,NA,NA,"-6.4","S","4.99","32.4",3.652,TRUE,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,104.04,1061.208,"2010-12","2000-09"
"EB8","EB",14,"ISCO",2005,2006,12,1,0,"WINTER",335,7275,NA,51,48,NA,21,9,NA,4.1,3,NA,69,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,71,65,"<RL",0.3,NA,2.5,NA,NA,"-1.9","S","5.39","20.5",NA,TRUE,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,16.5649,67.419143,"2010-12","2000-09"
"WB3","WB",14,"ISCO",2005,2006,12,1,0,"WINTER",335,7275,NA,75,73,NA,29,18,NA,7.3,6,NA,72,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,156,150,NA,28.8,NA,2,NA,NA,"-11.1","S","4.83","34.1",NA,TRUE,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,219.04,3241.792,"2010-12","2000-09"
"EB8","EB",16,"ISCO",2005,2006,12,2,0,"WINTER",336,7276,NA,45,43,NA,19,8,NA,5.5,4,NA,61,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,62,56,"<RL",0.3,NA,3.5,NA,NA,"-2.4","S","5.26","19.5",NA,TRUE,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,30.25,166.375,"2010-12","2000-09"
"WB3","WB",16,"ISCO",2005,2006,12,2,0,"WINTER",336,7276,NA,65,63,NA,25,15,NA,8.1,7,NA,63,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,137,131,NA,26.3,NA,2.9,NA,NA,"-14.5","S","4.78","32",NA,TRUE,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,275.56,4574.296,"2010-12","2000-09"
"EB8","EB",18,"ISCO",2005,2006,12,3,0,"WINTER",337,7277,NA,45,43,NA,19,9,NA,5.1,4,NA,60,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,67,62,"<RL",0.1,NA,2.4,NA,NA,"-2.5","S","5.33","20.5",NA,TRUE,4.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,21.9024,102.503232,"2010-12","2000-09"
"WB3","WB",18,"ISCO",2005,2006,12,3,0,"WINTER",337,7277,NA,79,77,NA,31,20,NA,9.8,9,NA,66,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,146,140,NA,33.3,NA,2.2,NA,NA,"-13.7","S","4.8499999999999996","33",NA,TRUE,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,198.81,2803.221,"2010-12","2000-09"
